# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-09-03 22:27:41 EDT       (sdww02)
#
# Data for the following 25 site(s) are contained in this file
#    USGS 02240783 HATCHET CREEK NR FAIRBANKS,FL
#    USGS 02240806 LITTLE HATCHET CREEK AT GAINESVILLE,FL
#    USGS 02240900 NEWNANS LAKE NR GAINESVILLE, FLA.
#    USGS 02240902 PRAIRIE CREEK NEAR GAINESVILLE, FL
#    USGS 02240954 HOGTOWN CREEK NEAR ARREDONDO, FL
#    USGS 02240956 HAILE SINK NEAR ARREDONDO, FL
#    USGS 02240958 LAKE KANAPAHA AT ARREDONDO, FLA.
#    USGS 02240976 TUMBLIN CREEK AT GAINESVILLE,FL
#    USGS 02240980 BIVANS ARM NR GAINESVILLE, FLA.
#    USGS 02240982 BIVANS ARM AT GAINESVILE,FL
#    USGS 02240988 SWEETWATER BRANCH AT GAINESVILLE,FL
#    USGS 02241000 CAMPS CANAL NEAR ROCHELLE, FL
#    USGS 02241900 LOCHLOOSA CREEK AT GROVE PARK, FLA.
#    USGS 02242400 LOCHLOOSA LAKE AT LOCHLOOSA, FLA.
#    USGS 02242450 ORANGE LAKE AT ORANGE LAKE, FLA.
#    USGS 02242451 ORANGE LAKE OUTLET NEAR CITRA, FL
#    USGS 02242460 ORANGE CREEK NEAR ISLAND GROVE, FL
#    USGS 02242500 LOCHLOOSA SLOUGH NR LOCHLOOSA, FLA.
#    USGS 02320610 LITTLE SANTA FE LAKE NR WALDO FLA
#    USGS 02321500 SANTA FE RIVER AT WORTHINGTON SPRINGS, FLA.
#    USGS 02321900 PARENERS BRANCH NEAR BLAND, FL.
#    USGS 02321975 SANTA FE RIVER AT US HWY 441 NEAR HIGH SPRINGS,FL.
#    USGS 02322016 BLUES CREEK NEAR GAINSVILLE, FL
#    USGS 02322049 BAD DOG BRANCH NEAR ALACHUA, FL
#    USGS 02322050 SHILOH RUN NEAR ALACHUA, FL
# -----------------------------------------------------------------------------------
#
# Data provided for site 02321500
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#    03   00065     00003     Gage height, feet (Mean)
#    05   72020     00003     Elevation above NGVD 1929, feet (Mean), Tallahassee records
#    06   63160     00003     Stream water level elevation above NAVD 1988, in feet (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd	03_00065_00003	03_00065_00003_cd	06_63160_00003	06_63160_00003_cd
USGS	02321500	2014-05-28	150	A	10.34	A		
USGS	02321500	2014-05-29	143	A	10.24	A		
USGS	02321500	2014-05-30	197	A	10.92	A		
USGS	02321500	2014-05-31	214	A	11.11	A		
USGS	02321500	2014-06-01	253	A	11.51	A		
USGS	02321500	2014-06-02	305	A	11.96	A		
USGS	02321500	2014-06-03	328	A	12.16	A		
USGS	02321500	2014-06-04	305	A	11.97	A		
USGS	02321500	2014-06-05	300	A	11.92	A		
USGS	02321500	2014-06-06	277	A	11.73	A		
USGS	02321500	2014-06-07	296	A	11.89	A		
USGS	02321500	2014-06-08	305	A	11.97	A		
USGS	02321500	2014-06-09	274	A	11.70	A		
USGS	02321500	2014-06-10	382	A	12.56	A		
USGS	02321500	2014-06-11	1070	A	15.44	A		
USGS	02321500	2014-06-12	1010	A	15.36	A		
USGS	02321500	2014-06-13	766	A	14.69	A		
USGS	02321500	2014-06-14	630	A	14.06	A		
USGS	02321500	2014-06-15	517	A	13.46	A		
USGS	02321500	2014-06-16	452	A	13.08	A		
USGS	02321500	2014-06-17	369	A	12.48	A		
USGS	02321500	2014-06-18	275	A	11.71	A		
USGS	02321500	2014-06-19	210	A	11.06	A		
USGS	02321500	2014-06-20	163	A	10.51	A		
USGS	02321500	2014-06-21	129	A	10.05	A		
USGS	02321500	2014-06-22	117	A	9.89	A		
USGS	02321500	2014-06-23	220	A	11.17	A		
USGS	02321500	2014-06-24	300	A	11.93	A		
USGS	02321500	2014-06-25	397	A	12.69	A		
USGS	02321500	2014-06-26	424	A	12.89	A		
USGS	02321500	2014-06-27	375	A	12.52	A		
USGS	02321500	2014-06-28	311	A	12.02	A		
USGS	02321500	2014-06-29	245	A	11.43	A		
USGS	02321500	2014-06-30	186	A	10.78	A		
USGS	02321500	2014-07-01	138	A	10.17	A		
USGS	02321500	2014-07-02	103	A	9.68	A		
USGS	02321500	2014-07-03	82	A	9.34	A		
USGS	02321500	2014-07-04	82	A	9.34	A		
USGS	02321500	2014-07-05	75	A	9.22	A		
USGS	02321500	2014-07-06	82	A	9.34	A		
USGS	02321500	2014-07-07	99	A	9.60	A		
USGS	02321500	2014-07-08	119	A	9.92	A		
USGS	02321500	2014-07-09	106	A	9.71	A		
USGS	02321500	2014-07-10	88	A	9.43	A		
USGS	02321500	2014-07-11	116	A	9.88	A		
USGS	02321500	2014-07-12	269	A	11.50	A		
USGS	02321500	2014-07-13	680	A	14.27	A		
USGS	02321500	2014-07-14	940	A	15.21	A		
USGS	02321500	2014-07-15	906	A	15.12	A		
USGS	02321500	2014-07-16	942	A	15.21	A		
USGS	02321500	2014-07-17	1220	A	15.86	A		
USGS	02321500	2014-07-18	1290	A	16.00	A		
USGS	02321500	2014-07-19	1200	A	15.80	A		
USGS	02321500	2014-07-20	928	A	15.17	A		
USGS	02321500	2014-07-21	703	A	14.42	A		
USGS	02321500	2014-07-22	587	A	13.84	A		
USGS	02321500	2014-07-23	558	A	13.69	A		
USGS	02321500	2014-07-24	772	A	14.68	A		
USGS	02321500	2014-07-25	805	A	14.82	A		
USGS	02321500	2014-07-26	573	A	13.76	A		
USGS	02321500	2014-07-27	375	A	12.52	A		
USGS	02321500	2014-07-28	283	A	11.78	A		
USGS	02321500	2014-07-29	226	A	11.24	A		
USGS	02321500	2014-07-30	183	A	10.76	A		
USGS	02321500	2014-07-31	149	A	10.32	A		
USGS	02321500	2014-08-01	123	A	9.97	A		
USGS	02321500	2014-08-02	104	A	9.69	A		
USGS	02321500	2014-08-03	101	A	9.64	A		
USGS	02321500	2014-08-04	140	A	10.20	A		
USGS	02321500	2014-08-05	183	A	10.76	A		
USGS	02321500	2014-08-06	168	A	10.57	A		
USGS	02321500	2014-08-07	143	A	10.24	A		
USGS	02321500	2014-08-08	146	A	10.27	A		
USGS	02321500	2014-08-09	231	A	11.30	A		
USGS	02321500	2014-08-10	233	A	11.32	A		
USGS	02321500	2014-08-11	243	A	11.39	A		
USGS	02321500	2014-08-12	300	A	11.93	A		
USGS	02321500	2014-08-13	299	A	11.91	A		
USGS	02321500	2014-08-14	420	A:e				
USGS	02321500	2014-08-15	400	A:e				
USGS	02321500	2014-08-16	360	A:e				
USGS	02321500	2014-08-17	330	A:e				
USGS	02321500	2014-08-18	286	A:e				
USGS	02321500	2014-08-19	243	A	11.41	A		
USGS	02321500	2014-08-20	194	A	10.89	A		
USGS	02321500	2014-08-21	161	A	10.48	A		
USGS	02321500	2014-08-22	148	A	10.32	A		
USGS	02321500	2014-08-23	120	A	9.92	A		
USGS	02321500	2014-08-24	112	A	9.81	A		
USGS	02321500	2014-08-25	108	A	9.75	A		
USGS	02321500	2014-08-26	97	A	9.59	A		
USGS	02321500	2014-08-27	87	A	9.42	A		
USGS	02321500	2014-08-28	84	A	9.37	A		
USGS	02321500	2014-08-29	69	A	9.12	A		
USGS	02321500	2014-08-30	85	A	9.37	A		
USGS	02321500	2014-08-31	125	A	10.0	A		
USGS	02321500	2014-09-01	193	A	10.85	A		
USGS	02321500	2014-09-02	292	A	11.86	A		
USGS	02321500	2014-09-03	266	A	11.63	A		
USGS	02321500	2014-09-04	226	A	11.24	A		
USGS	02321500	2014-09-05	198	A	10.93	A		
USGS	02321500	2014-09-06	369	A	12.33	A		
USGS	02321500	2014-09-07	1110	A	15.50	A		
USGS	02321500	2014-09-08	1640	A	16.62	A		
USGS	02321500	2014-09-09	1760	A	16.82	A		
USGS	02321500	2014-09-10	1870	A	17.00	A		
USGS	02321500	2014-09-11	1670	A	16.68	A		
USGS	02321500	2014-09-12	1240	A	15.88	A		
USGS	02321500	2014-09-13	900	A	15.10	A		
USGS	02321500	2014-09-14	677	A	14.29	A		
USGS	02321500	2014-09-15	520	A	13.48	A		
USGS	02321500	2014-09-16	436	A	12.96	A		
USGS	02321500	2014-09-17	500	A	13.37	A		
USGS	02321500	2014-09-18	398	A	12.70	A		
USGS	02321500	2014-09-19	332	A	12.19	A		
USGS	02321500	2014-09-20	316	A	12.06	A		
USGS	02321500	2014-09-21	286	A	11.81	A		
USGS	02321500	2014-09-22	258	A	11.55	A		
USGS	02321500	2014-09-23	241	A	11.40	A		
USGS	02321500	2014-09-24	239	A	11.38	A		
USGS	02321500	2014-09-25	240	A	11.39	A		
USGS	02321500	2014-09-26	226	A	11.25	A		
USGS	02321500	2014-09-27	209	A	11.06	A		
USGS	02321500	2014-09-28	202	A	10.98	A		
USGS	02321500	2014-09-29	264	A	11.61	A		
USGS	02321500	2014-09-30	362	A	12.42	A		
USGS	02321500	2014-10-01	440	A:e				
USGS	02321500	2014-10-02	531	A	13.54	A	55.45	A
USGS	02321500	2014-10-03	620	A	14.01	A	55.92	A
USGS	02321500	2014-10-04	671	A	14.27	A	56.18	A
USGS	02321500	2014-10-05	678	A	14.30	A	56.21	A
USGS	02321500	2014-10-06	659	A	14.21	A	56.12	A
USGS	02321500	2014-10-07	606	A	13.94	A	55.85	A
USGS	02321500	2014-10-08	537	A	13.57	A	55.48	A
USGS	02321500	2014-10-09	449	A	13.05	A	54.96	A
USGS	02321500	2014-10-10	370	A	12.49	A	54.40	A
USGS	02321500	2014-10-11	306	A	11.98	A	53.89	A
USGS	02321500	2014-10-12	255	A	11.53	A	53.44	A
USGS	02321500	2014-10-13	216	A	11.14	A	53.05	A
USGS	02321500	2014-10-14	190	A	10.84	A	52.75	A
USGS	02321500	2014-10-15	189	A	10.83	A	52.74	A
USGS	02321500	2014-10-16	185	A	10.78	A	52.69	A
USGS	02321500	2014-10-17	173	A	10.63	A	52.54	A
USGS	02321500	2014-10-18	161	A	10.48	A	52.39	A
USGS	02321500	2014-10-19	146	A	10.28	A	52.19	A
USGS	02321500	2014-10-20	130	A	10.07	A	51.98	A
USGS	02321500	2014-10-21	117	A	9.88	A	51.79	A
USGS	02321500	2014-10-22	106	A	9.72	A	51.63	A
USGS	02321500	2014-10-23	95	A	9.55	A	51.46	A
USGS	02321500	2014-10-24	86	A	9.40	A	51.31	A
USGS	02321500	2014-10-25	78	A	9.27	A	51.18	A
USGS	02321500	2014-10-26	72	A	9.16	A	51.07	A
USGS	02321500	2014-10-27	66	A	9.05	A	50.96	A
USGS	02321500	2014-10-28	61	A	8.96	A	50.87	A
USGS	02321500	2014-10-29	56	A	8.87	A	50.78	A
USGS	02321500	2014-10-30	53	A	8.81	A	50.72	A
USGS	02321500	2014-10-31	51	A	8.77	A	50.68	A
USGS	02321500	2014-11-01	47	A	8.68	A	50.59	A
USGS	02321500	2014-11-02	43	A	8.60	A	50.51	A
USGS	02321500	2014-11-03	41	A	8.54	A	50.45	A
USGS	02321500	2014-11-04	40	A	8.52	A	50.43	A
USGS	02321500	2014-11-05	40	A	8.51	A	50.42	A
USGS	02321500	2014-11-06	40	A	8.52	A	50.43	A
USGS	02321500	2014-11-07	39	A	8.50	A	50.41	A
USGS	02321500	2014-11-08	37	A	8.46	A	50.37	A
USGS	02321500	2014-11-09	37	A	8.45	A	50.36	A
USGS	02321500	2014-11-10	37	A	8.45	A	50.36	A
USGS	02321500	2014-11-11	36	A	8.43	A	50.34	A
USGS	02321500	2014-11-12	35	A	8.39	A	50.30	A
USGS	02321500	2014-11-13	33	A	8.36	A	50.27	A
USGS	02321500	2014-11-14	32	A	8.33	A	50.24	A
USGS	02321500	2014-11-15	31	A	8.29	A	50.20	A
USGS	02321500	2014-11-16	30	A	8.27	A	50.18	A
USGS	02321500	2014-11-17	33	A	8.34	A	50.25	A
USGS	02321500	2014-11-18	46	A	8.64	A	50.55	A
USGS	02321500	2014-11-19	49	A	8.70	A	50.61	A
USGS	02321500	2014-11-20	43	A	8.57	A	50.48	A
USGS	02321500	2014-11-21	39	A	8.48	A	50.39	A
USGS	02321500	2014-11-22	38	A	8.44	A	50.35	A
USGS	02321500	2014-11-23	44	A	8.58	A	50.49	A
USGS	02321500	2014-11-24	55	A	8.80	A	50.71	A
USGS	02321500	2014-11-25	59	A	8.88	A	50.79	A
USGS	02321500	2014-11-26	109	A	9.70	A	51.61	A
USGS	02321500	2014-11-27	142	A	10.18	A	52.09	A
USGS	02321500	2014-11-28	140	A	10.14	A	52.05	A
USGS	02321500	2014-11-29	131	A	10.02	A	51.93	A
USGS	02321500	2014-11-30	117	A	9.83	A	51.74	A
USGS	02321500	2014-12-01	112	A	9.76	A	51.67	A
USGS	02321500	2014-12-02	107	A	9.67	A	51.58	A
USGS	02321500	2014-12-03	101	A	9.59	A	51.50	A
USGS	02321500	2014-12-04	96	A	9.50	A	51.41	A
USGS	02321500	2014-12-05	91	A	9.42	A	51.33	A
USGS	02321500	2014-12-06	87	A	9.37	A	51.28	A
USGS	02321500	2014-12-07	83	A	9.30	A	51.21	A
USGS	02321500	2014-12-08	78	A	9.21	A	51.12	A
USGS	02321500	2014-12-09	73	A	9.13	A	51.04	A
USGS	02321500	2014-12-10	69	A	9.05	A	50.96	A
USGS	02321500	2014-12-11	66	A	8.99	A	50.90	A
USGS	02321500	2014-12-12	62	A	8.92	A	50.83	A
USGS	02321500	2014-12-13	59	A	8.86	A	50.77	A
USGS	02321500	2014-12-14	57	A	8.82	A	50.73	A
USGS	02321500	2014-12-15	55	A	8.79	A	50.70	A
USGS	02321500	2014-12-16	53	A	8.75	A	50.66	A
USGS	02321500	2014-12-17	52	A	8.71	A	50.62	A
USGS	02321500	2014-12-18	50	A	8.67	A	50.58	A
USGS	02321500	2014-12-19	48	A	8.64	A	50.55	A
USGS	02321500	2014-12-20	47	A	8.62	A	50.53	A
USGS	02321500	2014-12-21	47	A	8.61	A	50.52	A
USGS	02321500	2014-12-22	64	A	8.95	A	50.86	A
USGS	02321500	2014-12-23	136	A	10.09	A	52.00	A
USGS	02321500	2014-12-24	282	A:e				
USGS	02321500	2014-12-25	428	A:e				
USGS	02321500	2014-12-26	509	A:e				
USGS	02321500	2014-12-27	477	A:e				
USGS	02321500	2014-12-28	440	A:e				
USGS	02321500	2014-12-29	406	A:e				
USGS	02321500	2014-12-30	377	A	12.50	A	54.41	A
USGS	02321500	2014-12-31	333	A	12.14	A	54.05	A
USGS	02321500	2015-01-01	291	A	11.79	A	53.70	A
USGS	02321500	2015-01-02	257	A	11.49	A	53.40	A
USGS	02321500	2015-01-03	228	A	11.21	A	53.12	A
USGS	02321500	2015-01-04	209	A	11.00	A	52.91	A
USGS	02321500	2015-01-05	217	A	11.08	A	52.99	A
USGS	02321500	2015-01-06	223	A	11.16	A	53.07	A
USGS	02321500	2015-01-07	210	A	11.01	A	52.92	A
USGS	02321500	2015-01-08	189	A	10.76	A	52.67	A
USGS	02321500	2015-01-09	170	A	10.54	A	52.45	A
USGS	02321500	2015-01-10	155	A	10.35	A	52.26	A
USGS	02321500	2015-01-11	144	A	10.20	A	52.11	A
USGS	02321500	2015-01-12	142	A	10.18	A	52.09	A
USGS	02321500	2015-01-13	186	A	10.73	A	52.64	A
USGS	02321500	2015-01-14	221	A	11.13	A	53.04	A
USGS	02321500	2015-01-15	237	A	11.30	A	53.21	A
USGS	02321500	2015-01-16	250	A	11.42	A	53.33	A
USGS	02321500	2015-01-17	249	A	11.42	A	53.33	A
USGS	02321500	2015-01-18	242	A	11.35	A	53.26	A
USGS	02321500	2015-01-19	231	A	11.24	A	53.15	A
USGS	02321500	2015-01-20	215	A	11.06	A	52.97	A
USGS	02321500	2015-01-21	198	A	10.87	A	52.78	A
USGS	02321500	2015-01-22	182	A	10.68	A	52.59	A
USGS	02321500	2015-01-23	198	A	10.83	A	52.74	A
USGS	02321500	2015-01-24	465	A:e				
USGS	02321500	2015-01-25	695	A:e				
USGS	02321500	2015-01-26	833	A:e				
USGS	02321500	2015-01-27	941	A	15.21	A	57.12	A
USGS	02321500	2015-01-28	955	A	15.25	A	57.16	A
USGS	02321500	2015-01-29	875	A	15.04	A	56.95	A
USGS	02321500	2015-01-30	769	A	14.71	A	56.62	A
USGS	02321500	2015-01-31	669	A	14.26	A	56.17	A
USGS	02321500	2015-02-01	571	A	13.76	A	55.67	A
USGS	02321500	2015-02-02	491	A	13.30	A	55.22	A
USGS	02321500	2015-02-03	429	A	12.92	A	54.83	A
USGS	02321500	2015-02-04	383	A	12.58	A	54.49	A
USGS	02321500	2015-02-05	392	A	12.65	A	54.56	A
USGS	02321500	2015-02-06	409	A	12.78	A	54.69	A
USGS	02321500	2015-02-07	405	A	12.75	A	54.66	A
USGS	02321500	2015-02-08	390	A	12.64	A	54.55	A
USGS	02321500	2015-02-09	344	A	12.29	A	54.20	A
USGS	02321500	2015-02-10	312	A	12.03	A	53.94	A
USGS	02321500	2015-02-11	292	A	11.86	A	53.77	A
USGS	02321500	2015-02-12	273	A	11.70	A	53.61	A
USGS	02321500	2015-02-13	253	A	11.51	A	53.42	A
USGS	02321500	2015-02-14	230	A	11.29	A	53.20	A
USGS	02321500	2015-02-15	210	A	11.07	A	52.98	A
USGS	02321500	2015-02-16	192	A	10.86	A	52.77	A
USGS	02321500	2015-02-17	195	A	10.90	A	52.81	A
USGS	02321500	2015-02-18	280	A	11.75	A	53.66	A
USGS	02321500	2015-02-19	305	A	11.97	A	53.88	A
USGS	02321500	2015-02-20	297	A	11.90	A	53.81	A
USGS	02321500	2015-02-21	284	A	11.79	A	53.70	A
USGS	02321500	2015-02-22	265	A	11.62	A	53.53	A
USGS	02321500	2015-02-23	245	A	11.44	A	53.35	A
USGS	02321500	2015-02-24	231	A	11.31	A	53.22	A
USGS	02321500	2015-02-25	224	A	11.23	A	53.14	A
USGS	02321500	2015-02-26	220	A	11.18	A	53.09	A
USGS	02321500	2015-02-27	230	A	11.29	A	53.20	A
USGS	02321500	2015-02-28	225	A	11.23	A	53.14	A
USGS	02321500	2015-03-01	229	A	11.28	A	53.19	A
USGS	02321500	2015-03-02	244	A	11.43	A	53.34	A
USGS	02321500	2015-03-03	254	A	11.53	A	53.44	A
USGS	02321500	2015-03-04	264	A	11.62	A	53.53	A
USGS	02321500	2015-03-05	260	A	11.58	A	53.49	A
USGS	02321500	2015-03-06	254	A	11.52	A	53.43	A
USGS	02321500	2015-03-07	239	A	11.38	A	53.29	A
USGS	02321500	2015-03-08	219	A	11.17	A	53.08	A
USGS	02321500	2015-03-09	202	A	10.98	A	52.89	A
USGS	02321500	2015-03-10	186	A	10.79	A	52.70	A
USGS	02321500	2015-03-11	173	A	10.63	A	52.54	A
USGS	02321500	2015-03-12	194	A	10.89	A	52.80	A
USGS	02321500	2015-03-13	200	A	10.96	A	52.87	A
USGS	02321500	2015-03-14	187	A	10.80	A	52.71	A
USGS	02321500	2015-03-15	202	A	10.98	A	52.89	A
USGS	02321500	2015-03-16	187	A	10.80	A	52.71	A
USGS	02321500	2015-03-17	157	A	10.43	A	52.34	A
USGS	02321500	2015-03-18	134	A	10.12	A	52.03	A
USGS	02321500	2015-03-19	117	A	9.89	A	51.80	A
USGS	02321500	2015-03-20	105	A	9.70	A	51.61	A
USGS	02321500	2015-03-21	96	A	9.56	A	51.47	A
USGS	02321500	2015-03-22	91	A	9.49	A	51.40	A
USGS	02321500	2015-03-23	90	A	9.47	A	51.38	A
USGS	02321500	2015-03-24	93	A	9.52	A	51.43	A
USGS	02321500	2015-03-25	96	A	9.56	A	51.47	A
USGS	02321500	2015-03-26	108	A	9.74	A	51.65	A
USGS	02321500	2015-03-27	136	A	10.15	A	52.06	A
USGS	02321500	2015-03-28	158	A	10.44	A	52.35	A
USGS	02321500	2015-03-29	170	A	10.59	A	52.50	A
USGS	02321500	2015-03-30	176	A	10.67	A	52.58	A
USGS	02321500	2015-03-31	169	A	10.58	A	52.49	A
USGS	02321500	2015-04-01	147	A	10.30	A	52.21	A
USGS	02321500	2015-04-02	125	A	10.00	A	51.91	A
USGS	02321500	2015-04-03	108	A	9.75	A	51.66	A
USGS	02321500	2015-04-04	98	A	9.60	A	51.51	A
USGS	02321500	2015-04-05	110	A	9.78	A	51.69	A
USGS	02321500	2015-04-06	102	A	9.66	A	51.57	A
USGS	02321500	2015-04-07	90	A	9.47	A	51.38	A
USGS	02321500	2015-04-08	90	A	9.48	A	51.39	A
USGS	02321500	2015-04-09	93	A	9.51	A	51.42	A
USGS	02321500	2015-04-10	73	A	9.18	A	51.09	A
USGS	02321500	2015-04-11	61	A	8.95	A	50.86	A
USGS	02321500	2015-04-12	53	A	8.81	A	50.72	A
USGS	02321500	2015-04-13	84	A	9.36	A	51.27	A
USGS	02321500	2015-04-14	176	A	10.67	A	52.58	A
USGS	02321500	2015-04-15	171	A	10.61	A	52.52	A
USGS	02321500	2015-04-16	203	A	10.98	A	52.89	A
USGS	02321500	2015-04-17	222	A	11.20	A	53.11	A
USGS	02321500	2015-04-18	253	A	11.51	A	53.42	A
USGS	02321500	2015-04-19	276	A	11.72	A	53.63	A
USGS	02321500	2015-04-20	278	A	11.74	A	53.65	A
USGS	02321500	2015-04-21	255	A	11.53	A	53.44	A
USGS	02321500	2015-04-22	214	A	11.11	A	53.02	A
USGS	02321500	2015-04-23	175	A	10.65	A	52.56	A
USGS	02321500	2015-04-24	141	A	10.22	A	52.13	A
USGS	02321500	2015-04-25	114	A	9.84	A	51.75	A
USGS	02321500	2015-04-26	94	A	9.53	A	51.44	A
USGS	02321500	2015-04-27	77	A	9.25	A	51.16	A
USGS	02321500	2015-04-28	67	A	9.07	A	50.98	A
USGS	02321500	2015-04-29	61	A	8.95	A	50.86	A
USGS	02321500	2015-04-30	54	A	8.82	A	50.73	A
USGS	02321500	2015-05-01	47	A	8.68	A	50.59	A
USGS	02321500	2015-05-02	40	A	8.52	A	50.43	A
USGS	02321500	2015-05-03	34	A	8.38	A	50.29	A
USGS	02321500	2015-05-04	30	A	8.26	A	50.17	A
USGS	02321500	2015-05-05	27	A	8.19	A	50.10	A
USGS	02321500	2015-05-06	27	A	8.19	A	50.10	A
USGS	02321500	2015-05-07	29	A	8.25	A	50.16	A
USGS	02321500	2015-05-08	25	A	8.15	A	50.06	A
USGS	02321500	2015-05-09	22	A	8.06	A	49.97	A
USGS	02321500	2015-05-10	20	A	7.99	A	49.90	A
USGS	02321500	2015-05-11	17	A	7.91	A	49.82	A
USGS	02321500	2015-05-12	15	A	7.83	A	49.74	A
USGS	02321500	2015-05-13	14	A	7.78	A	49.69	A
USGS	02321500	2015-05-14	14	A	7.78	A	49.69	A
USGS	02321500	2015-05-15	15	A	7.83	A	49.74	A
USGS	02321500	2015-05-16	14	A	7.81	A	49.72	A
USGS	02321500	2015-05-17	13	A	7.74	A	49.65	A
USGS	02321500	2015-05-18	11	A	7.68	A	49.59	A
USGS	02321500	2015-05-19	12	A	7.73	A	49.64	A
USGS	02321500	2015-05-20	17	A	7.90	A	49.81	A
USGS	02321500	2015-05-21	15	A	7.82	A	49.73	A
USGS	02321500	2015-05-22	12	A	7.72	A	49.63	A
USGS	02321500	2015-05-23	10	A	7.64	A	49.55	A
USGS	02321500	2015-05-24	8.6	A	7.58	A	49.49	A
USGS	02321500	2015-05-25	7.7	A	7.54	A	49.45	A
USGS	02321500	2015-05-26	6.8	A	7.49	A	49.40	A
USGS	02321500	2015-05-27	8.0	A	7.55	A	49.46	A
USGS	02321500	2015-05-28	8.1	A	7.55	A	49.46	A
USGS	02321500	2015-05-29	6.6	A	7.48	A	49.39	A
USGS	02321500	2015-05-30	5.4	A	7.42	A	49.33	A
USGS	02321500	2015-05-31	4.9	A	7.39	A	49.30	A
USGS	02321500	2015-06-01	5.6	A	7.42	A	49.33	A
USGS	02321500	2015-06-02	27	A	8.10	A	50.01	A
USGS	02321500	2015-06-03	39	P	8.37	P	50.28	P
USGS	02321500	2015-06-04	36	P	8.30	P	50.21	P
USGS	02321500	2015-06-05	25	P	8.00	P	49.91	P
USGS	02321500	2015-06-06	20	P	7.87	P	49.78	P
USGS	02321500	2015-06-07	19	P	7.85	P	49.76	P
USGS	02321500	2015-06-08	24	P	7.97	P	49.88	P
USGS	02321500	2015-06-09	21	P	7.88	P	49.79	P
USGS	02321500	2015-06-10	17	P	7.76	P	49.67	P
USGS	02321500	2015-06-11	17	P	7.78	P	49.69	P
USGS	02321500	2015-06-12	17	P	7.77	P	49.68	P
USGS	02321500	2015-06-13	14	P	7.66	P	49.57	P
USGS	02321500	2015-06-14	11	P	7.54	P	49.45	P
USGS	02321500	2015-06-15	8.4	P	7.44	P	49.35	P
USGS	02321500	2015-06-16	7.4	P	7.39	P	49.30	P
USGS	02321500	2015-06-17	6.3	P	7.34	P	49.25	P
USGS	02321500	2015-06-18	6.0	P	7.32	P	49.23	P
USGS	02321500	2015-06-19	16	P	7.75	P	49.66	P
USGS	02321500	2015-06-20	22	P	7.91	P	49.82	P
USGS	02321500	2015-06-21	14	P	7.65	P	49.56	P
USGS	02321500	2015-06-22	8.8	P	7.46	P	49.37	P
USGS	02321500	2015-06-23	6.9	P	7.37	P	49.28	P
USGS	02321500	2015-06-24	7.4	P	7.39	P	49.30	P
USGS	02321500	2015-06-25	13	P	7.62	P	49.53	P
USGS	02321500	2015-06-26	14	P	7.66	P	49.57	P
USGS	02321500	2015-06-27	15	P	7.71	P	49.62	P
USGS	02321500	2015-06-28	16	P	7.74	P	49.65	P
USGS	02321500	2015-06-29	17	P	7.75	P	49.66	P
USGS	02321500	2015-06-30	19	P	7.83	P	49.74	P
USGS	02321500	2015-07-01	18	P	7.80	P	49.71	P
USGS	02321500	2015-07-02	15	P	7.68	P	49.59	P
USGS	02321500	2015-07-03	13	P	7.62	P	49.53	P
USGS	02321500	2015-07-04	14	P	7.65	P	49.56	P
USGS	02321500	2015-07-05	13	P	7.62	P	49.53	P
USGS	02321500	2015-07-06	13	P	7.61	P	49.52	P
USGS	02321500	2015-07-07	21	P	7.88	P	49.79	P
USGS	02321500	2015-07-08	59	P	8.79	P	50.70	P
USGS	02321500	2015-07-09	55	P	8.71	P	50.62	P
USGS	02321500	2015-07-10	59	P	8.79	P	50.70	P
USGS	02321500	2015-07-11	55	P	8.71	P	50.62	P
USGS	02321500	2015-07-12	44	P	8.49	P	50.40	P
USGS	02321500	2015-07-13	33	P	8.21	P	50.12	P
USGS	02321500	2015-07-14	25	P	8.02	P	49.93	P
USGS	02321500	2015-07-15	31	P	8.14	P	50.05	P
USGS	02321500	2015-07-16	45	P	8.50	P	50.41	P
USGS	02321500	2015-07-17	40	P	8.39	P	50.30	P
USGS	02321500	2015-07-18	106	P	9.59	P	51.50	P
USGS	02321500	2015-07-19	77	P	9.11	P	51.02	P
USGS	02321500	2015-07-20	65	P	8.89	P	50.80	P
USGS	02321500	2015-07-21	128	P	9.90	P	51.81	P
USGS	02321500	2015-07-22	149	P	10.19	P	52.10	P
USGS	02321500	2015-07-23	139	P	10.07	P	51.98	P
USGS	02321500	2015-07-24	164	P	10.39	P	52.30	P
USGS	02321500	2015-07-25	207	P	10.90	P	52.81	P
